,doc_id,agreement_id,sentence_number,entity,entity_type,per_correction,corrected_entity_person,person_affiliation,org_correction,corrected_entity_org,entity_correction,entity_abr
531,5,1545,97, JMC - S., ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
532,5,1545,97, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
533,5,1545,98, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
534,5,1545,98, NCA, ORG ,,Other,,,Other,n/a,
535,5,1545,100, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
536,5,1545,100, NCA, ORG ,,Other,,,Other,n/a,
537,5,1545,102, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
538,5,1545,104, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
539,5,1545,107, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
540,5,1545,109, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
541,5,1545,109, Local Level Joint Ceasefire Monitoring Committee, ORG ,,Other,,Joint Ceasefire Monitoring Committee (JCMC),ORG,Joint Ceasefire Monitoring Committee (JCMC),JCMC
542,5,1545,109, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
543,5,1545,109, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
544,5,1545,111, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
545,5,1545,111, JMC - U. , ORG ,,Other,,,Other,n/a,
546,5,1545,112, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
547,5,1545,112, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
548,5,1545,114, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
549,5,1545,114, Local Level Joint Ceasefire Monitoring Committee, ORG ,,Other,,Joint Ceasefire Monitoring Committee (JCMC),ORG,Joint Ceasefire Monitoring Committee (JCMC),JCMC
550,5,1545,114, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
551,5,1545,114, JICM, ORG ,,Other,,,Other,n/a,
552,5,1545,114, JMC - U. , ORG ,,Other,,,Other,n/a,
553,5,1545,115, NCA, ORG ,,Other,,,Other,n/a,
554,5,1545,115, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
555,5,1545,115, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
556,5,1545,116, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
557,5,1545,116, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
558,5,1545,116, JMC - U. , ORG ,,Other,,,Other,n/a,
559,5,1545,117, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
560,5,1545,119, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
561,5,1545,119, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
562,5,1545,119, Verification Team, ORG ,,Other,,,Other,n/a,
563,5,1545,120, Joint Ceasefire Monitoring, ORG ,,Other,,,Other,n/a,
564,5,1545,122, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
565,5,1545,122, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
566,5,1545,124, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
567,5,1545,126, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
568,5,1545,128, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
569,5,1545,128, Verification Team, ORG ,,Other,,,Other,n/a,
570,5,1545,130, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
571,5,1545,130, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
572,5,1545,130, JMC - U. , ORG ,,Other,,,Other,n/a,
573,5,1545,131, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
574,5,1545,131, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
575,5,1545,131, NCA, ORG ,,Other,,,Other,n/a,
576,5,1545,132, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
577,5,1545,133, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
578,5,1545,135, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
579,5,1545,136, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
580,5,1545,136, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
581,5,1545,138, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
582,5,1545,142, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
583,5,1545,142, JMC - U. , ORG ,,Other,,,Other,n/a,
584,5,1545,143, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
585,5,1545,145, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
586,5,1545,146, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
587,5,1545,147, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
588,5,1545,147, JMC - S. , ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
589,5,1545,147, Joint Ceasefire Monitoring Committee, ORG ,,Other,,Joint Ceasefire Monitoring Committee (JCMC),ORG,Joint Ceasefire Monitoring Committee (JCMC),JCMC
590,5,1545,147, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
591,5,1545,149, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
592,5,1545,150, Civilian, ORG ,,Other,,,Other,n/a,
593,5,1545,150, Township General Administration, ORG ,,Other,,,Other,n/a,
594,5,1545,150, Civilian, ORG ,,Other,,,Other,n/a,
595,5,1545,150, Tamataw, GPE ,,Other,,,Other,n/a,
596,5,1545,150, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
597,5,1545,150, JMC - S. , ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
598,5,1545,150, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
599,5,1545,151, JMC - L.  Responsibilities JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
600,5,1545,152, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
601,5,1545,152, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
602,5,1545,154, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
603,5,1545,154, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
604,5,1545,156, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
605,5,1545,156, JMC - S., ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
606,5,1545,157, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
607,5,1545,157, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
608,5,1545,159, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
609,5,1545,159, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
610,5,1545,162, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
611,5,1545,164, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
612,5,1545,166, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
613,5,1545,166, Verification Team, ORG ,,Other,,,Other,n/a,
614,5,1545,168, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
615,5,1545,168, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
616,5,1545,170, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
617,5,1545,172, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
618,5,1545,172, Verification Team, ORG ,,Other,,,Other,n/a,
619,5,1545,173, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
620,5,1545,174, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
621,5,1545,176, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
622,5,1545,179, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
623,5,1545,180, Tenure Review, ORG ,,Other,,,Other,n/a,
624,5,1545,181, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
625,5,1545,182, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
626,5,1545,184, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
627,5,1545,185, Verification Teams  Formation , ORG ,,Other,,,Other,n/a,
628,5,1545,186, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
629,5,1545,186, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
630,5,1545,186, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
631,5,1545,186, Verification Team, ORG ,,Other,,,Other,n/a,
632,5,1545,187, Verification Team, ORG ,,Other,,,Other,n/a,
633,5,1545,187, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
634,5,1545,188, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
635,5,1545,188, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
636,5,1545,188, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
637,5,1545,188, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
638,5,1545,189, Verification Team ’s, ORG ,,Other,,,Other,n/a,
639,5,1545,189, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
640,5,1545,189, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
641,5,1545,190, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
642,5,1545,190, Verification Team, ORG ,,Other,,,Other,n/a,
643,5,1545,194, Verification Team, ORG ,,Other,,,Other,n/a,
644,5,1545,194, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
645,5,1545,195, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
646,5,1545,196, Verification Team, ORG ,,Other,,,Other,n/a,
647,5,1545,197, Verification Team, ORG ,,Other,,,Other,n/a,
648,5,1545,198, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
649,5,1545,199, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
650,5,1545,199, Verification Team, ORG ,,Other,,,Other,n/a,
651,5,1545,200, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
652,5,1545,201, H, ORG ,,Other,,,Other,n/a,
653,5,1545,202, Verification Team, ORG ,,Other,,,Other,n/a,
654,5,1545,202, Team ’s, ORG ,,Other,,,Other,n/a,
655,5,1545,203, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
656,5,1545,203, CSO, ORG ,,Other,,,Other,n/a,
657,5,1545,205, NCA, ORG ,,Other,,,Other,n/a,
658,5,1545,205, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
659,5,1545,206, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
660,5,1545,207, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
661,5,1545,209, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
662,5,1545,211, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
663,5,1545,212, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
664,5,1545,214, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
665,5,1545,215, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
666,5,1545,216, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
667,5,1545,218, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
668,5,1545,220, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
669,5,1545,220, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
670,5,1545,220, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
671,5,1545,222, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
672,5,1545,224, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
673,5,1545,226, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
674,5,1545,226, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
675,5,1545,226, JICM, PERSON ,,Other,,,Other,n/a,
676,6,1546,0, Work Committee, ORG ,,Other,,,Other,n/a,
677,6,1546,0, ABSDF Union, ORG ,,Other,,,Other,n/a,
678,6,1546,4, ABSDF, ORG ,,Other,,,Other,n/a,
679,6,1546,5, ABSDF, ORG ,,Other,,,Other,n/a,
680,6,1546,6, ABSDF, ORG ,,Other,,,Other,n/a,
681,6,1546,9, Kalay, ORG ,,Other,,,Other,n/a,
682,6,1546,9, Payathonsu, GPE ,,Other,,,Other,n/a,
683,6,1546,9, ABSDF, ORG ,,Other,,,Other,n/a,
684,7,1550,0, Working Committee, ORG ,,Other,,,Other,n/a,
685,7,1550,0, Karenni National Progressive Party, ORG ,,Other,,Karenni National Progressive Party (KNPP),ORG,Karenni National Progressive Party (KNPP),KNPP
686,7,1550,0, KNPP, ORG ,,Other,,Karenni National Progressive Party (KNPP),ORG,Karenni National Progressive Party (KNPP),KNPP
687,7,1550,1, KNPP, ORG ,,Other,,Karenni National Progressive Party (KNPP),ORG,Karenni National Progressive Party (KNPP),KNPP
688,7,1550,1, Union, ORG ,,Other,,,Other,n/a,
689,7,1550,1, U Aung Min, PERSON ,U Aung Min,PER,Government of the Republic of the Union of Myanmar,,Other,U Aung Min,
690,7,1550,1, KNPP Khu Oo Reh, ORG ,Khu Oo Reh,PER,KNPP,Karenni National Progressive Party (KNPP),ORG,Karenni National Progressive Party (KNPP),KNPP
691,7,1550,3, Kayah State, GPE ,,Other,,,Other,n/a,
692,7,1550,3, KNPP, ORG ,,Other,,Karenni National Progressive Party (KNPP),ORG,Karenni National Progressive Party (KNPP),KNPP
693,7,1550,4, TOR, ORG ,,Other,,,Other,n/a,
694,7,1550,5, Kayah State, GPE ,,Other,,,Other,n/a,
695,7,1550,5, New Village Project, GPE ,,Other,,,Other,n/a,
696,7,1550,10, KNPP, ORG ,,Other,,Karenni National Progressive Party (KNPP),ORG,Karenni National Progressive Party (KNPP),KNPP
697,8,1551,0, CNF - Government Ceasefire Agreement, ORG ,,Other,,,Other,n/a,
698,8,1551,0, Chin National, ORG ,,Other,,,Other,n/a,
699,8,1551,0, Myanmar, GPE ,,Other,,,Other,n/a,
700,8,1551,1, Chin National, ORG ,,Other,,,Other,n/a,
701,8,1551,1, Chin National Union, ORG ,,Other,,Chin National Front (CNF),ORG,Chin National Front (CNF),CNF
702,8,1551,1, Hakha, ORG ,,Other,,,Other,n/a,
703,8,1551,1, Chin State, GPE ,,Other,,,Other,n/a,
704,8,1551,1, CNF, ORG ,,Other,,Chin National Front (CNF),ORG,Chin National Front (CNF),CNF
705,8,1551,1, Peace Team, ORG ,,Other,,,Other,n/a,
706,8,1551,2, Ceasefire  Union, ORG ,,Other,,,Other,n/a,
707,8,1551,2, Peace Team, ORG ,,Other,,,Other,n/a,
708,8,1551,2, Chin State Government, ORG ,,Other,,Chin National Front (CNF),ORG,Chin National Front (CNF),CNF
709,8,1551,2, Chin National Peace Team, ORG ,,Other,,Chin National Front (CNF),ORG,Chin National Front (CNF),CNF
710,8,1551,4, Accordance, GPE ,,Other,,,Other,n/a,
711,8,1551,4, Chin National, ORG ,,Other,,,Other,n/a,
712,8,1551,4, Chin National Army, ORG ,,Other,,,Other,n/a,
713,8,1551,4, Chin National Chin State / Union Government, ORG ,,Other,,Chin National Front (CNF),ORG,Chin National Front (CNF),CNF
714,8,1551,4, Tlangpi, GPE ,,Other,,,Other,n/a,
715,8,1551,4, Dawn, PERSON ,,Other,,,Other,n/a,
716,8,1551,4, Zangtlang Village, PERSON ,,Other,,,Other,n/a,
717,8,1551,4, Thantlang Township, GPE ,,Other,,,Other,n/a,
718,8,1551,4, Zampi, PERSON ,,Other,,,Other,n/a,
719,8,1551,4, Bukphir Village, PERSON ,,Other,,,Other,n/a,
720,8,1551,4, Tedim Township, GPE ,,Other,,,Other,n/a,
721,8,1551,5, CNF, ORG ,,Other,,Chin National Front (CNF),ORG,Chin National Front (CNF),CNF
722,8,1551,5, Kung Pyin, GPE ,,Other,,,Other,n/a,
723,8,1551,5, Pathiantlang Village, GPE ,,Other,,,Other,n/a,
724,8,1551,5, Western Command, ORG ,,Other,,,Other,n/a,
725,8,1551,6, CNF, ORG ,,Other,,Chin National Front (CNF),ORG,Chin National Front (CNF),CNF
726,8,1551,6, Thantlang Township ’s Belhar, GPE ,,Other,,,Other,n/a,
727,8,1551,6, Vanzang, GPE ,,Other,,,Other,n/a,
728,8,1551,6, Lungding Village, GPE ,,Other,,,Other,n/a,
729,8,1551,6, Lulpilung, GPE ,,Other,,,Other,n/a,
730,8,1551,7, Tedim Township ’s Dampi, GPE ,,Other,,,Other,n/a,
731,8,1551,7, Tui Dial Village, PERSON ,,Other,,,Other,n/a,
732,8,1551,8, Shweletwa Village, LOC ,,Other,,,Other,n/a,
733,8,1551,8, Ra Kan Village, PERSON ,,Other,,,Other,n/a,
734,8,1551,9, Myanmar Army, ORG ,,Other,,,Other,n/a,
735,8,1551,9, Myanmar Police Force, ORG ,,Other,,,Other,n/a,
736,8,1551,9, Chin National Chin National Army, ORG ,,Other,,,Other,n/a,
737,8,1551,9, Liaison Offices, ORG ,,Other,,,Other,n/a,
738,8,1551,11, Liaison Office, ORG ,,Other,,,Other,n/a,
739,8,1551,12, Chin National, ORG ,,Other,,,Other,n/a,
740,8,1551,12, Chin National Army, ORG ,,Other,,,Other,n/a,
741,8,1551,12, Union Burma, ORG ,,Other,,,Other,n/a,
742,8,1551,12, Union Myanmar, ORG ,,Other,,,Other,n/a,
743,8,1551,13, Myanmar Army, ORG ,,Other,,,Other,n/a,
744,8,1551,14, Liaison Offices, ORG ,,Other,,,Other,n/a,
745,8,1551,14, Thanglang, GPE ,,Other,,,Other,n/a,
746,8,1551,14, Tedim, GPE ,,Other,,,Other,n/a,
747,8,1551,14, Matupi Towns, ORG ,,Other,,,Other,n/a,
748,8,1551,16, CNF, ORG ,,Other,,Chin National Front (CNF),ORG,Chin National Front (CNF),CNF
749,8,1551,16, Central Committee, ORG ,,Other,,,Other,n/a,
750,8,1551,16, CNF, ORG ,,Other,,Chin National Front (CNF),ORG,Chin National Front (CNF),CNF
751,8,1551,17, Chin State Government, ORG ,,Other,,Chin National Front (CNF),ORG,Chin National Front (CNF),CNF
752,8,1551,18, Chin State Government, ORG ,,Other,,Chin National Front (CNF),ORG,Chin National Front (CNF),CNF
753,8,1551,19, State, ORG ,,Other,,,Other,n/a,
754,8,1551,19, Union, ORG ,,Other,,,Other,n/a,
755,8,1551,20, Union, ORG ,,Other,,,Other,n/a,
756,8,1551,20, Panglong, ORG ,,Other,,,Other,n/a,
757,8,1551,21, Matters International Agreements, ORG ,,Other,,,Other,n/a,
758,8,1551,21, Government Union Mynamar, ORG ,,Other,,,Other,n/a,
759,8,1551,22, Chin National, ORG ,,Other,,,Other,n/a,
760,8,1551,22, Union Myanmar, ORG ,,Other,,,Other,n/a,
761,8,1551,22, ‘ National Causes ’, ORG ,,Other,,,Other,n/a,
762,8,1551,23, Matters Humanitarian Organizations , ORG ,,Other,,,Other,n/a,
